Produto;Preco Venda;Venda Qtd;Cidade;Latitude;Longitude;;
Refrigerante;6,26;29;Campinas;-22,90994;-47,06263;;
Amendoim;7,21;27;Campinas;-22,90994;-47,06263;;
Pão de Forma;7,34;26;Campinas;-22,90994;-47,06263;;
Presunto;7,52;26;Campinas;-22,90994;-47,06263;;
Café Solúvel;9,12;23;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;3,51;34;Campinas;-22,90994;-47,06263;;
Chocolate;5,33;30;Campinas;-22,90994;-47,06263;;
Batata Chips;7,37;26;Campinas;-22,90994;-47,06263;;
Batata Chips;5,3;30;Campinas;-22,90994;-47,06263;;
Manteiga;8,37;24;Campinas;-22,90994;-47,06263;;
Biscoito;2,67;36;Campinas;-22,90994;-47,06263;;
Batata Chips;9,63;22;Campinas;-22,90994;-47,06263;;
Cereal;6,64;28;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;8,72;24;Campinas;-22,90994;-47,06263;;
Suco;5,83;29;Campinas;-22,90994;-47,06263;;
Manteiga;3,3;34;Campinas;-22,90994;-47,06263;;
Pão de Forma;7,07;27;Campinas;-22,90994;-47,06263;;
Refrigerante;1,6;38;Campinas;-22,90994;-47,06263;;
Bala;7,25;27;Campinas;-22,90994;-47,06263;;
Biscoito;5,97;29;Campinas;-22,90994;-47,06263;;
Café Solúvel;7,59;26;Campinas;-22,90994;-47,06263;;
Manteiga;7,53;26;Campinas;-22,90994;-47,06263;;
Batata Chips;5,14;31;Campinas;-22,90994;-47,06263;;
Cereal;3,15;35;Campinas;-22,90994;-47,06263;;
Amendoim;6,82;27;Campinas;-22,90994;-47,06263;;
Café Solúvel;3,65;34;Campinas;-22,90994;-47,06263;;
Refrigerante;3,62;34;Campinas;-22,90994;-47,06263;;
Manteiga;5,99;29;Campinas;-22,90994;-47,06263;;
Sorvete;6,3;28;Campinas;-22,90994;-47,06263;;
Biscoito;9,56;22;Campinas;-22,90994;-47,06263;;
Chocolate;4,98;31;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;3,43;34;Campinas;-22,90994;-47,06263;;
Iogurte;8,94;23;Campinas;-22,90994;-47,06263;;
Queijo Processado;9,26;23;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,94;35;Campinas;-22,90994;-47,06263;;
Cereal;7,85;25;Campinas;-22,90994;-47,06263;;
Energético;2,27;37;Campinas;-22,90994;-47,06263;;
Biscoito;5,39;30;Campinas;-22,90994;-47,06263;;
Chiclete;6,15;29;Campinas;-22,90994;-47,06263;;
Pão de Forma;2,05;37;Campinas;-22,90994;-47,06263;;
Amendoim;2,04;37;Campinas;-22,90994;-47,06263;;
Suco;6,9;27;Campinas;-22,90994;-47,06263;;
Bala;4,79;31;Campinas;-22,90994;-47,06263;;
Pão de Forma;6,76;28;Campinas;-22,90994;-47,06263;;
Suco;8,09;25;Campinas;-22,90994;-47,06263;;
Suco;8,71;24;Campinas;-22,90994;-47,06263;;
Energético;4,64;32;Campinas;-22,90994;-47,06263;;
Queijo Processado;7,26;27;Campinas;-22,90994;-47,06263;;
Biscoito;2,71;36;Campinas;-22,90994;-47,06263;;
Cup Noodles;7,22;27;Campinas;-22,90994;-47,06263;;
Energético;3,66;34;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;São Paulo;-23,55052;-46,63331;;
Chiclete;5,89;29;Campinas;-22,90994;-47,06263;;
Cereal;7,41;26;Campinas;-22,90994;-47,06263;;
Sorvete;8,5;24;Campinas;-22,90994;-47,06263;;
Suco;9,37;22;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,24;27;Campinas;-22,90994;-47,06263;;
Pão de Forma;4,41;32;Campinas;-22,90994;-47,06263;;
Amendoim;5,45;30;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,38;34;Campinas;-22,90994;-47,06263;;
Refrigerante;6,52;28;Campinas;-22,90994;-47,06263;;
Pão de Forma;5,02;31;Campinas;-22,90994;-47,06263;;
Suco;7,01;27;Campinas;-22,90994;-47,06263;;
Biscoito;10,12;21;Campinas;-22,90994;-47,06263;;
Bala;3,78;33;Campinas;-22,90994;-47,06263;;
Queijo Processado;3,97;33;Campinas;-22,90994;-47,06263;;
Amendoim;2,01;37;Campinas;-22,90994;-47,06263;;
Suco;10,81;19;Campinas;-22,90994;-47,06263;;
Batata Chips;4,3;32;Campinas;-22,90994;-47,06263;;
Biscoito;5,79;29;Campinas;-22,90994;-47,06263;;
Queijo Processado;8,18;25;Campinas;-22,90994;-47,06263;;
Pão de Forma;4,22;33;Campinas;-22,90994;-47,06263;;
Suco;4,77;32;Campinas;-22,90994;-47,06263;;
Presunto;7,37;26;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;4,67;32;Campinas;-22,90994;-47,06263;;
Batata Chips;3,16;35;Campinas;-22,90994;-47,06263;;
Presunto;4,78;31;Campinas;-22,90994;-47,06263;;
Iogurte;5,67;30;Campinas;-22,90994;-47,06263;;
Iogurte;6,41;28;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;5,32;30;Campinas;-22,90994;-47,06263;;
Amendoim;9,21;23;Campinas;-22,90994;-47,06263;;
Refrigerante;7,89;25;Campinas;-22,90994;-47,06263;;
Queijo Processado;6,44;28;Campinas;-22,90994;-47,06263;;
Chocolate;5,55;30;Campinas;-22,90994;-47,06263;;
Cereal;2,04;37;Campinas;-22,90994;-47,06263;;
Batata Chips;4,07;33;Campinas;-22,90994;-47,06263;;
Chiclete;7,57;26;Campinas;-22,90994;-47,06263;;
Energético;6,82;27;Campinas;-22,90994;-47,06263;;
Batata Chips;8,41;24;Campinas;-22,90994;-47,06263;;
Suco;7,85;25;Campinas;-22,90994;-47,06263;;
Bala;6,14;29;Campinas;-22,90994;-47,06263;;
Batata Chips;2,7;36;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,91;33;Campinas;-22,90994;-47,06263;;
Amendoim;5,3;30;Campinas;-22,90994;-47,06263;;
Café Solúvel;3,53;34;Campinas;-22,90994;-47,06263;;
Chiclete;4,64;32;Campinas;-22,90994;-47,06263;;
Chocolate;6,08;29;Campinas;-22,90994;-47,06263;;
Queijo Processado;1,69;38;Campinas;-22,90994;-47,06263;;
Chiclete;6,77;28;Campinas;-22,90994;-47,06263;;
Bala;2,21;37;Campinas;-22,90994;-47,06263;;
Cereal;7,47;26;Campinas;-22,90994;-47,06263;;
Chiclete;3,47;34;Campinas;-22,90994;-47,06263;;
Cup Noodles;7,03;27;Campinas;-22,90994;-47,06263;;
Batata Chips;4,77;32;Campinas;-22,90994;-47,06263;;
Suco;3,76;34;Campinas;-22,90994;-47,06263;;
Queijo Processado;3,45;34;Campinas;-22,90994;-47,06263;;
Refrigerante;6,71;28;Campinas;-22,90994;-47,06263;;
Batata Chips;10,24;21;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,91;33;Campinas;-22,90994;-47,06263;;
Café Solúvel;5,42;30;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;São Paulo;-23,55052;-46,63331;;
Bolacha Recheada;3,94;33;Campinas;-22,90994;-47,06263;;
Suco;3,08;35;Campinas;-22,90994;-47,06263;;
Biscoito;6,44;28;Campinas;-22,90994;-47,06263;;
Queijo Processado;7,6;26;Campinas;-22,90994;-47,06263;;
Batata Chips;3,5;34;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,18;35;Campinas;-22,90994;-47,06263;;
Manteiga;5,94;29;Campinas;-22,90994;-47,06263;;
Refrigerante;6,01;29;Campinas;-22,90994;-47,06263;;
Iogurte;4,21;33;Campinas;-22,90994;-47,06263;;
Bala;5,93;29;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;8,7;24;Campinas;-22,90994;-47,06263;;
Refrigerante;5,68;30;Campinas;-22,90994;-47,06263;;
Suco;8,22;25;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,18;35;Campinas;-22,90994;-47,06263;;
Bala;2,84;35;Campinas;-22,90994;-47,06263;;
Energético;1,9;37;Campinas;-22,90994;-47,06263;;
Chiclete;3,49;34;Campinas;-22,90994;-47,06263;;
Chiclete;7,8;25;Campinas;-22,90994;-47,06263;;
Refrigerante;5,75;30;Campinas;-22,90994;-47,06263;;
Iogurte;4,55;32;Campinas;-22,90994;-47,06263;;
Cup Noodles;6,27;29;Campinas;-22,90994;-47,06263;;
Presunto;3,12;35;Campinas;-22,90994;-47,06263;;
Chocolate;3,71;34;Campinas;-22,90994;-47,06263;;
Suco;4,06;33;Campinas;-22,90994;-47,06263;;
Refrigerante;4,09;33;Campinas;-22,90994;-47,06263;;
Cup Noodles;5,18;31;Campinas;-22,90994;-47,06263;;
Cereal;6,62;28;Campinas;-22,90994;-47,06263;;
Cup Noodles;5,44;30;Campinas;-22,90994;-47,06263;;
Amendoim;6,95;27;Campinas;-22,90994;-47,06263;;
Manteiga;3,97;33;Campinas;-22,90994;-47,06263;;
Suco;6,92;27;Campinas;-22,90994;-47,06263;;
Iogurte;3,24;35;Campinas;-22,90994;-47,06263;;
Manteiga;5,33;30;Campinas;-22,90994;-47,06263;;
Bala;4,17;33;Campinas;-22,90994;-47,06263;;
Iogurte;3,94;33;Campinas;-22,90994;-47,06263;;
Presunto;3,09;35;Campinas;-22,90994;-47,06263;;
Cup Noodles;4,68;32;Campinas;-22,90994;-47,06263;;
Chiclete;6,03;29;Campinas;-22,90994;-47,06263;;
Chocolate;2,7;36;Campinas;-22,90994;-47,06263;;
Chiclete;3,04;35;Campinas;-22,90994;-47,06263;;
Suco;3,87;33;Campinas;-22,90994;-47,06263;;
Presunto;9,75;22;Campinas;-22,90994;-47,06263;;
Chocolate;7,27;27;Campinas;-22,90994;-47,06263;;
Energético;5,23;31;Campinas;-22,90994;-47,06263;;
Batata Chips;7,02;27;Campinas;-22,90994;-47,06263;;
Pão de Forma;8,86;23;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,46;26;Campinas;-22,90994;-47,06263;;
Amendoim;4,81;31;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;3,04;35;Campinas;-22,90994;-47,06263;;
Energético;7,96;25;Campinas;-22,90994;-47,06263;;
Sorvete;5,93;29;Campinas;-22,90994;-47,06263;;
Chiclete;5,67;30;Campinas;-22,90994;-47,06263;;
Cereal;3,5;34;Campinas;-22,90994;-47,06263;;
Presunto;5,15;31;Campinas;-22,90994;-47,06263;;
Batata Chips;6,12;29;Campinas;-22,90994;-47,06263;;
Bala;4,84;31;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Chocolate;3,85;33;Campinas;-22,90994;-47,06263;;
Manteiga;2,19;37;Campinas;-22,90994;-47,06263;;
Iogurte;3,73;34;Campinas;-22,90994;-47,06263;;
Café Solúvel;4,06;33;Campinas;-22,90994;-47,06263;;
Suco;6,6;28;Campinas;-22,90994;-47,06263;;
Biscoito;5,04;31;Campinas;-22,90994;-47,06263;;
Batata Chips;1,76;38;Campinas;-22,90994;-47,06263;;
Bala;6,9;27;Campinas;-22,90994;-47,06263;;
Presunto;2,86;35;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Sorvete;7,36;26;Campinas;-22,90994;-47,06263;;
Cereal;4,83;31;Campinas;-22,90994;-47,06263;;
Batata Chips;5,01;31;Campinas;-22,90994;-47,06263;;
Pão de Forma;6,15;29;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Araraquara;-21,78528;-48,17806;;
Chocolate;1,97;37;Campinas;-22,90994;-47,06263;;
Chiclete;2,07;37;Campinas;-22,90994;-47,06263;;
Queijo Processado;4,17;33;Campinas;-22,90994;-47,06263;;
Energético;9,63;22;Campinas;-22,90994;-47,06263;;
Amendoim;6,97;27;Campinas;-22,90994;-47,06263;;
Cereal;5,02;31;Campinas;-22,90994;-47,06263;;
Iogurte;5,3;30;Campinas;-22,90994;-47,06263;;
Energético;6,05;29;Campinas;-22,90994;-47,06263;;
Iogurte;6,77;28;Campinas;-22,90994;-47,06263;;
Bala;6,5;28;Campinas;-22,90994;-47,06263;;
Presunto;2,92;35;Campinas;-22,90994;-47,06263;;
Cereal;3,82;33;Campinas;-22,90994;-47,06263;;
Queijo Processado;5,54;30;Campinas;-22,90994;-47,06263;;
Sorvete;2,91;35;Campinas;-22,90994;-47,06263;;
Suco;5,54;30;Campinas;-22,90994;-47,06263;;
Cup Noodles;8,6;24;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,41;26;Campinas;-22,90994;-47,06263;;
Energético;3,73;34;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,8;33;Campinas;-22,90994;-47,06263;;
Queijo Processado;4,31;32;Campinas;-22,90994;-47,06263;;
Manteiga;7,87;25;Campinas;-22,90994;-47,06263;;
Manteiga;7,1;27;Campinas;-22,90994;-47,06263;;
Iogurte;1,94;37;Campinas;-22,90994;-47,06263;;
Pão de Forma;7,16;27;Campinas;-22,90994;-47,06263;;
Presunto;4,61;32;Campinas;-22,90994;-47,06263;;
Manteiga;5,84;29;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Queijo Processado;2,37;36;Campinas;-22,90994;-47,06263;;
Batata Chips;1,88;37;Campinas;-22,90994;-47,06263;;
Batata Chips;3,36;34;Campinas;-22,90994;-47,06263;;
Sorvete;7,04;27;Campinas;-22,90994;-47,06263;;
Queijo Processado;5,45;30;Campinas;-22,90994;-47,06263;;
Chocolate;4,86;31;Campinas;-22,90994;-47,06263;;
Refrigerante;8,01;25;Campinas;-22,90994;-47,06263;;
Bala;7,34;26;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;São Paulo;-23,55052;-46,63331;;
Presunto;4,35;32;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Ribeirão Preto;-21,17666;-47,82083;;
Refrigerante;1,99;37;Campinas;-22,90994;-47,06263;;
Queijo Processado;7,91;25;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,2;27;Campinas;-22,90994;-47,06263;;
Presunto;8,5;24;Campinas;-22,90994;-47,06263;;
Queijo Processado;5,03;31;Campinas;-22,90994;-47,06263;;
Batata Chips;8,46;24;Campinas;-22,90994;-47,06263;;
Queijo Processado;5,66;30;Campinas;-22,90994;-47,06263;;
Manteiga;5,86;29;Campinas;-22,90994;-47,06263;;
Cup Noodles;4,38;32;Campinas;-22,90994;-47,06263;;
Cup Noodles;6,76;28;Campinas;-22,90994;-47,06263;;
Iogurte;4,18;33;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,37;28;Campinas;-22,90994;-47,06263;;
Queijo Processado;10,58;20;Campinas;-22,90994;-47,06263;;
Batata Chips;7,83;25;Campinas;-22,90994;-47,06263;;
Presunto;6,73;28;Campinas;-22,90994;-47,06263;;
Chocolate;2,08;37;Campinas;-22,90994;-47,06263;;
Cup Noodles;6,81;27;Campinas;-22,90994;-47,06263;;
Cereal;6,65;28;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;9,02;23;Campinas;-22,90994;-47,06263;;
Batata Chips;3,13;35;Campinas;-22,90994;-47,06263;;
Água Mineral;4;32;Araraquara;-21,78528;-48,17806;;
Manteiga;3,35;34;Campinas;-22,90994;-47,06263;;
Refrigerante;2,49;36;Campinas;-22,90994;-47,06263;;
Bala;5,93;29;Campinas;-22,90994;-47,06263;;
Manteiga;9,29;22;Campinas;-22,90994;-47,06263;;
Cereal;9,86;21;Campinas;-22,90994;-47,06263;;
Chiclete;6,33;28;Campinas;-22,90994;-47,06263;;
Bala;10,39;20;Campinas;-22,90994;-47,06263;;
Presunto;5,44;30;Campinas;-22,90994;-47,06263;;
Chocolate;2,55;36;Campinas;-22,90994;-47,06263;;
Refrigerante;5,06;31;Campinas;-22,90994;-47,06263;;
Manteiga;6,27;29;Campinas;-22,90994;-47,06263;;
Suco;2,84;35;Campinas;-22,90994;-47,06263;;
Refrigerante;6,88;27;Campinas;-22,90994;-47,06263;;
Manteiga;6,16;29;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;Ribeirão Preto;-21,17666;-47,82083;;
Amendoim;5,41;30;Campinas;-22,90994;-47,06263;;
Suco;9,69;22;Campinas;-22,90994;-47,06263;;
Chiclete;7,83;25;Campinas;-22,90994;-47,06263;;
Amendoim;1,7;38;Campinas;-22,90994;-47,06263;;
Energético;3,34;34;Campinas;-22,90994;-47,06263;;
Iogurte;6,71;28;Campinas;-22,90994;-47,06263;;
Batata Chips;4,03;33;Campinas;-22,90994;-47,06263;;
Iogurte;7,98;25;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;6,24;29;Campinas;-22,90994;-47,06263;;
Batata Chips;7,64;26;Campinas;-22,90994;-47,06263;;
Energético;2,66;36;Campinas;-22,90994;-47,06263;;
Bala;7,58;26;Campinas;-22,90994;-47,06263;;
Biscoito;8,26;25;Campinas;-22,90994;-47,06263;;
Biscoito;3,58;34;Campinas;-22,90994;-47,06263;;
Bala;7,45;26;Campinas;-22,90994;-47,06263;;
Biscoito;6,06;29;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;Campinas;-22,90994;-47,06263;;
Bala;1,92;37;Campinas;-22,90994;-47,06263;;
Chocolate;7,31;26;Campinas;-22,90994;-47,06263;;
Cup Noodles;8,33;24;Campinas;-22,90994;-47,06263;;
Suco;8,34;24;Campinas;-22,90994;-47,06263;;
Café Solúvel;3,05;35;Campinas;-22,90994;-47,06263;;
Chocolate;6,73;28;Campinas;-22,90994;-47,06263;;
Manteiga;5,02;31;Campinas;-22,90994;-47,06263;;
Amendoim;7,21;27;Campinas;-22,90994;-47,06263;;
Amendoim;4,75;32;Campinas;-22,90994;-47,06263;;
Cup Noodles;6,16;29;Campinas;-22,90994;-47,06263;;
Refrigerante;7,04;27;Campinas;-22,90994;-47,06263;;
Sorvete;6,51;28;Campinas;-22,90994;-47,06263;;
Suco;3,6;34;Campinas;-22,90994;-47,06263;;
Sorvete;6,27;29;Campinas;-22,90994;-47,06263;;
Chocolate;4,99;31;Campinas;-22,90994;-47,06263;;
Chocolate;4,77;32;Campinas;-22,90994;-47,06263;;
Refrigerante;6,06;29;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,18;37;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,39;36;Campinas;-22,90994;-47,06263;;
Cereal;6,59;28;Campinas;-22,90994;-47,06263;;
Biscoito;8,63;24;Campinas;-22,90994;-47,06263;;
Iogurte;5,11;31;Campinas;-22,90994;-47,06263;;
Biscoito;9,94;21;Campinas;-22,90994;-47,06263;;
Iogurte;6,22;29;Campinas;-22,90994;-47,06263;;
Presunto;7,52;26;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,19;35;Campinas;-22,90994;-47,06263;;
Chiclete;1,94;37;Campinas;-22,90994;-47,06263;;
Refrigerante;2,56;36;Campinas;-22,90994;-47,06263;;
Iogurte;4,97;31;Campinas;-22,90994;-47,06263;;
Queijo Processado;7,52;26;Campinas;-22,90994;-47,06263;;
Suco;2;37;Campinas;-22,90994;-47,06263;;
Cereal;5,38;30;Campinas;-22,90994;-47,06263;;
Biscoito;3,03;35;Campinas;-22,90994;-47,06263;;
Amendoim;9,67;22;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,11;27;Campinas;-22,90994;-47,06263;;
Energético;6,26;29;Campinas;-22,90994;-47,06263;;
Chocolate;7,84;25;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;9,39;22;Campinas;-22,90994;-47,06263;;
Biscoito;7,97;25;Campinas;-22,90994;-47,06263;;
Refrigerante;6,17;29;Campinas;-22,90994;-47,06263;;
Energético;2,84;35;Campinas;-22,90994;-47,06263;;
Cereal;4,55;32;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,27;29;Campinas;-22,90994;-47,06263;;
Cup Noodles;1,76;38;Campinas;-22,90994;-47,06263;;
Manteiga;2,16;37;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;Araraquara;-21,78528;-48,17806;;
Chiclete;5,19;31;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,89;25;Campinas;-22,90994;-47,06263;;
Energético;5,56;30;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;Ribeirão Preto;-21,17666;-47,82083;;
Bolacha Recheada;2,37;36;Campinas;-22,90994;-47,06263;;
Presunto;3,01;35;Campinas;-22,90994;-47,06263;;
Café Solúvel;2,39;36;Campinas;-22,90994;-47,06263;;
Suco;5,49;30;Campinas;-22,90994;-47,06263;;
Batata Chips;8,74;24;Campinas;-22,90994;-47,06263;;
Suco;4,37;32;Campinas;-22,90994;-47,06263;;
Manteiga;7,91;25;Campinas;-22,90994;-47,06263;;
Iogurte;4,12;33;Campinas;-22,90994;-47,06263;;
Presunto;4,79;31;Campinas;-22,90994;-47,06263;;
Café Solúvel;4,09;33;Campinas;-22,90994;-47,06263;;
Presunto;6,55;28;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,06;27;Campinas;-22,90994;-47,06263;;
Biscoito;5,64;30;Campinas;-22,90994;-47,06263;;
Cup Noodles;4,67;32;Campinas;-22,90994;-47,06263;;
Refrigerante;7,03;27;Campinas;-22,90994;-47,06263;;
Manteiga;4,74;32;Campinas;-22,90994;-47,06263;;
Batata Chips;5,01;31;Campinas;-22,90994;-47,06263;;
Energético;7,26;27;Campinas;-22,90994;-47,06263;;
Chiclete;2,93;35;Campinas;-22,90994;-47,06263;;
Biscoito;5,66;30;Campinas;-22,90994;-47,06263;;
Cup Noodles;5,44;30;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,05;27;Campinas;-22,90994;-47,06263;;
Manteiga;6,33;28;Campinas;-22,90994;-47,06263;;
Suco;4,64;32;Campinas;-22,90994;-47,06263;;
Queijo Processado;5,9;29;Campinas;-22,90994;-47,06263;;
Chocolate;5,61;30;Campinas;-22,90994;-47,06263;;
Amendoim;3,4;34;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,88;33;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,52;34;Campinas;-22,90994;-47,06263;;
Chocolate;6,21;29;Campinas;-22,90994;-47,06263;;
Cereal;3,19;35;Campinas;-22,90994;-47,06263;;
Bala;7,19;27;Campinas;-22,90994;-47,06263;;
Biscoito;6,98;27;Campinas;-22,90994;-47,06263;;
Cup Noodles;3,85;33;Campinas;-22,90994;-47,06263;;
Pão de Forma;2,84;35;Campinas;-22,90994;-47,06263;;
Biscoito;2,99;35;Campinas;-22,90994;-47,06263;;
Chocolate;2,08;37;Campinas;-22,90994;-47,06263;;
Sorvete;6,49;28;Campinas;-22,90994;-47,06263;;
Queijo Processado;8,19;25;Campinas;-22,90994;-47,06263;;
Energético;2,51;36;Campinas;-22,90994;-47,06263;;
Manteiga;2,65;36;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;2,25;37;Campinas;-22,90994;-47,06263;;
Energético;7,63;26;Campinas;-22,90994;-47,06263;;
Refrigerante;4,74;32;Campinas;-22,90994;-47,06263;;
Biscoito;5,78;29;Campinas;-22,90994;-47,06263;;
Queijo Processado;2,61;36;Campinas;-22,90994;-47,06263;;
Batata Chips;9,95;21;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,81;27;Campinas;-22,90994;-47,06263;;
Café Solúvel;5,99;29;Campinas;-22,90994;-47,06263;;
Pão de Forma;6,05;29;Campinas;-22,90994;-47,06263;;
Suco;9,49;22;Campinas;-22,90994;-47,06263;;
Café Solúvel;3,04;35;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;Araraquara;-21,78528;-48,17806;;
Bala;3,75;34;Campinas;-22,90994;-47,06263;;
Sorvete;5,02;31;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;3,54;34;Campinas;-22,90994;-47,06263;;
Bala;3,29;34;Campinas;-22,90994;-47,06263;;
Amendoim;4,02;33;Campinas;-22,90994;-47,06263;;
Iogurte;4,77;32;Campinas;-22,90994;-47,06263;;
Manteiga;6,99;27;Campinas;-22,90994;-47,06263;;
Presunto;8,32;24;Campinas;-22,90994;-47,06263;;
Bala;5,2;31;Campinas;-22,90994;-47,06263;;
Pão de Forma;3,51;34;Campinas;-22,90994;-47,06263;;
Bala;2,26;37;Campinas;-22,90994;-47,06263;;
Bala;6,2;29;Campinas;-22,90994;-47,06263;;
Queijo Processado;3,46;34;Campinas;-22,90994;-47,06263;;
Sorvete;5,37;30;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;São Paulo;-23,55052;-46,63331;;
Biscoito;7,07;27;Campinas;-22,90994;-47,06263;;
Queijo Processado;2,64;36;Campinas;-22,90994;-47,06263;;
Refrigerante;5,13;31;Campinas;-22,90994;-47,06263;;
Cup Noodles;2,64;36;Campinas;-22,90994;-47,06263;;
Chiclete;2,15;37;Campinas;-22,90994;-47,06263;;
Queijo Processado;4,3;32;Campinas;-22,90994;-47,06263;;
Chocolate;2,86;35;Campinas;-22,90994;-47,06263;;
Iogurte;5,36;30;Campinas;-22,90994;-47,06263;;
Café Solúvel;6,74;28;Campinas;-22,90994;-47,06263;;
Energético;4,29;32;Campinas;-22,90994;-47,06263;;
Presunto;5,45;30;Campinas;-22,90994;-47,06263;;
Chocolate;9,02;23;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;Jundiaí;-23,18548;-46,89784;;
Batata Chips;5,07;31;Campinas;-22,90994;-47,06263;;
Batata Chips;5,19;31;Campinas;-22,90994;-47,06263;;
Presunto;3,41;34;Campinas;-22,90994;-47,06263;;
Batata Chips;4,63;32;Campinas;-22,90994;-47,06263;;
Suco;2,89;35;Campinas;-22,90994;-47,06263;;
Biscoito;5,82;29;Campinas;-22,90994;-47,06263;;
Manteiga;3,28;34;Campinas;-22,90994;-47,06263;;
Bolacha Recheada;7,04;27;Campinas;-22,90994;-47,06263;;
Biscoito;8,92;23;Campinas;-22,90994;-47,06263;;
Amendoim;2,96;35;Campinas;-22,90994;-47,06263;;
Iogurte;5,13;31;Campinas;-22,90994;-47,06263;;
Manteiga;5,6;30;Campinas;-22,90994;-47,06263;;
Presunto;3,33;34;Campinas;-22,90994;-47,06263;;
Suco;4,32;32;Campinas;-22,90994;-47,06263;;
Iogurte;4,27;33;Campinas;-22,90994;-47,06263;;
Queijo Processado;4,97;31;Campinas;-22,90994;-47,06263;;
Energético;3,15;35;Campinas;-22,90994;-47,06263;;
Biscoito;4,91;31;Campinas;-22,90994;-47,06263;;
Batata Chips;7,61;26;Campinas;-22,90994;-47,06263;;
Água Mineral;4;31;Campinas;-22,90994;-47,06263;;
Bala;2,78;35;Campinas;-22,90994;-47,06263;;
Suco;3,85;33;Campinas;-22,90994;-47,06263;;
Batata Chips;2,76;36;Campinas;-22,90994;-47,06263;;
Suco;5,18;31;Campinas;-22,90994;-47,06263;;
Refrigerante;4,85;31;Campinas;-22,90994;-47,06263;;
Iogurte;6,72;28;Campinas;-22,90994;-47,06263;;
Iogurte;5,72;30;Campinas;-22,90994;-47,06263;;
Amendoim;5,13;31;Campinas;-22,90994;-47,06263;;
Biscoito;8,3;24;Campinas;-22,90994;-47,06263;;
Presunto;6,29;28;Campinas;-22,90994;-47,06263;;
Refrigerante;1,81;37;Campinas;-22,90994;-47,06263;;
Iogurte;6,3;28;Campinas;-22,90994;-47,06263;;
Presunto;2,9;35;Campinas;-22,90994;-47,06263;;
Refrigerante;2,37;36;Campinas;-22,90994;-47,06263;;
Energético;7,6;26;Campinas;-22,90994;-47,06263;;
Iogurte;5,46;30;Campinas;-22,90994;-47,06263;;
Chiclete;3,4;34;Campinas;-22,90994;-47,06263;;
Presunto;5,5;30;Campinas;-22,90994;-47,06263;;
